,total,locked,free,currency,account_id,account_type,margins,reported,info,base_currency
2016-01-15 14:30:00+00:00,1000000.00,0.00,1000000.00,USD,SIM-001,CASH,[],True,{},USD
2016-03-22 13:30:00+00:00,900166.40,0.00,900166.40,USD,SIM-001,CASH,[],False,{},USD
2016-03-30 13:30:00+00:00,1001276.90,0.00,1001276.90,USD,SIM-001,CASH,[],False,{},USD
2016-04-06 13:30:00+00:00,901387.87,0.00,901387.87,USD,SIM-001,CASH,[],False,{},USD
2016-04-13 13:30:00+00:00,1002619.65,0.00,1002619.65,USD,SIM-001,CASH,[],False,{},USD
2016-04-13 13:30:00+00:00,902654.33,0.00,902654.33,USD,SIM-001,CASH,[],False,{},USD
2016-04-20 13:30:00+00:00,1005157.89,0.00,1005157.89,USD,SIM-001,CASH,[],False,{},USD
2016-04-20 13:30:00+00:00,905260.30,0.00,905260.30,USD,SIM-001,CASH,[],False,{},USD
2016-04-27 13:30:00+00:00,1006116.18,0.00,1006116.18,USD,SIM-001,CASH,[],False,{},USD
2016-04-27 13:30:00+00:00,906174.14,0.00,906174.14,USD,SIM-001,CASH,[],False,{},USD
2016-05-04 13:30:00+00:00,1003076.14,0.00,1003076.14,USD,SIM-001,CASH,[],False,{},USD
2016-05-04 13:30:00+00:00,903175.14,0.00,903175.14,USD,SIM-001,CASH,[],False,{},USD
2016-05-11 13:30:00+00:00,1004064.14,0.00,1004064.14,USD,SIM-001,CASH,[],False,{},USD
2016-05-11 13:30:00+00:00,904069.94,0.00,904069.94,USD,SIM-001,CASH,[],False,{},USD
2016-05-18 13:30:00+00:00,1001136.38,0.00,1001136.38,USD,SIM-001,CASH,[],False,{},USD
2016-05-18 13:30:00+00:00,901238.62,0.00,901238.62,USD,SIM-001,CASH,[],False,{},USD
2016-05-25 13:30:00+00:00,1005265.38,0.00,1005265.38,USD,SIM-001,CASH,[],False,{},USD
2016-05-25 13:30:00+00:00,905316.14,0.00,905316.14,USD,SIM-001,CASH,[],False,{},USD
2016-06-02 13:30:00+00:00,1007177.32,0.00,1007177.32,USD,SIM-001,CASH,[],False,{},USD
2016-06-02 13:30:00+00:00,907277.47,0.00,907277.47,USD,SIM-001,CASH,[],False,{},USD
2016-06-09 13:30:00+00:00,1009285.92,0.00,1009285.92,USD,SIM-001,CASH,[],False,{},USD
2016-06-09 13:30:00+00:00,909398.21,0.00,909398.21,USD,SIM-001,CASH,[],False,{},USD
2016-06-16 13:30:00+00:00,1005709.58,0.00,1005709.58,USD,SIM-001,CASH,[],False,{},USD
2016-06-16 13:30:00+00:00,905757.49,0.00,905757.49,USD,SIM-001,CASH,[],False,{},USD
2016-06-23 13:30:00+00:00,1007579.85,0.00,1007579.85,USD,SIM-001,CASH,[],False,{},USD
2016-06-23 13:30:00+00:00,907608.93,0.00,907608.93,USD,SIM-001,CASH,[],False,{},USD
2016-06-30 13:30:00+00:00,1005204.60,0.00,1005204.60,USD,SIM-001,CASH,[],False,{},USD
2016-06-30 13:30:00+00:00,905232.04,0.00,905232.04,USD,SIM-001,CASH,[],False,{},USD
