client_order_id,trader_id,strategy_id,instrument_id,side,type,quantity,status,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,init_id,ts_init,ts_last,commissions,venue_order_id,emulation_trigger,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,account_id,slippage,position_id,liquidity_side,last_trade_id,avg_px
O-20160112-210000-001-000-1,TRADER-001,FoldRebalancer-000,SPY.SIM,BUY,MARKET,4154,FILLED,GTC,False,False,4154,uuid-redacted,2016-01-12 21:00:00+00:00,2016-01-12 21:00:00+00:00,['1.00 USD'],SIM-1-1,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-430b46332e5f56ca-005,193.6600
O-20160112-210000-001-000-2,TRADER-001,FoldRebalancer-000,IWM.SIM,BUY,MARKET,1788,FILLED,GTC,False,False,1788,uuid-redacted,2016-01-12 21:00:00+00:00,2016-01-12 21:00:00+00:00,['1.00 USD'],SIM-3-1,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-527bbb826f7038b8-005,103.7200
O-20160413-200000-001-000-3,TRADER-001,FoldRebalancer-000,IWM.SIM,SELL,MARKET,1568,FILLED,GTC,False,False,1568,uuid-redacted,2016-04-13 20:00:00+00:00,2016-04-13 20:00:00+00:00,['1.00 USD'],SIM-3-2,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-a2fe880a4dd6e8ef-257,112.3000
O-20160413-200000-001-000-4,TRADER-001,FoldRebalancer-000,SPY.SIM,BUY,MARKET,842,FILLED,GTC,False,False,842,uuid-redacted,2016-04-13 20:00:00+00:00,2016-04-13 20:00:00+00:00,['1.00 USD'],SIM-1-2,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-4b19395dea19fb49-258,208.0400
O-20160713-200000-001-000-5,TRADER-001,FoldRebalancer-000,IWM.SIM,SELL,MARKET,220,FILLED,GTC,False,False,220,uuid-redacted,2016-07-13 20:00:00+00:00,2016-07-13 20:00:00+00:00,['1.00 USD'],SIM-3-3,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-857e6e36cc4ef37d-506,119.2500
O-20160713-200000-001-000-6,TRADER-001,FoldRebalancer-000,SPY.SIM,BUY,MARKET,121,FILLED,GTC,False,False,121,uuid-redacted,2016-07-13 20:00:00+00:00,2016-07-13 20:00:00+00:00,['1.00 USD'],SIM-1-3,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-b048f9b33a334cfb-509,214.9300
O-20170111-210000-001-000-7,TRADER-001,FoldRebalancer-000,SPY.SIM,SELL,MARKET,3,FILLED,GTC,False,False,3,uuid-redacted,2017-01-11 21:00:00+00:00,2017-01-11 21:00:00+00:00,['1.00 USD'],SIM-1-4,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-283dc2a8fd1f9d17-1009,227.1000
O-20170412-200000-001-000-8,TRADER-001,FoldRebalancer-000,SPY.SIM,SELL,MARKET,1,FILLED,GTC,False,False,1,uuid-redacted,2017-04-12 20:00:00+00:00,2017-04-12 20:00:00+00:00,['1.00 USD'],SIM-1-5,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-dc41b0208929832f-1258,234.0300
O-20170713-200000-001-000-9,TRADER-001,FoldRebalancer-000,SPY.SIM,SELL,MARKET,2,FILLED,GTC,False,False,2,uuid-redacted,2017-07-13 20:00:00+00:00,2017-07-13 20:00:00+00:00,['1.00 USD'],SIM-1-6,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-bc91910ced760ad1-1507,244.4200
O-20171011-200000-001-000-10,TRADER-001,FoldRebalancer-000,SPY.SIM,SELL,MARKET,3,FILLED,GTC,False,False,3,uuid-redacted,2017-10-11 20:00:00+00:00,2017-10-11 20:00:00+00:00,['1.00 USD'],SIM-1-7,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-d37c738446deffec-1757,255.0200
