client_order_id,trader_id,strategy_id,instrument_id,side,type,quantity,status,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,init_id,ts_init,ts_last,commissions,venue_order_id,emulation_trigger,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,account_id,slippage,position_id,liquidity_side,last_trade_id,avg_px
O-20181011-200000-001-000-36,TRADER-001,FoldRebalancer-000,IWM.SIM,BUY,MARKET,222,FILLED,GTC,False,False,222,uuid-redacted,2018-10-11 20:00:00+00:00,2018-10-11 20:00:00+00:00,['1.00 USD'],SIM-3-12,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-40183b539291e0e9-2764,153.5700
O-20190114-210000-001-000-37,TRADER-001,FoldRebalancer-000,SPY.SIM,SELL,MARKET,55,FILLED,GTC,False,False,55,uuid-redacted,2019-01-14 21:00:00+00:00,2019-01-14 21:00:00+00:00,['1.00 USD'],SIM-1-13,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-7a8b4a71383d4ad9-3016,257.4000
O-20190114-210000-001-000-38,TRADER-001,FoldRebalancer-000,QQQ.SIM,SELL,MARKET,52,FILLED,GTC,False,False,52,uuid-redacted,2019-01-14 21:00:00+00:00,2019-01-14 21:00:00+00:00,['1.00 USD'],SIM-2-13,,,,,,,,,,SIM-001,,QQQ.SIM-FoldRebalancer-000,TAKER,T-81ffc1fc943d3060-3015,159.2700
O-20190114-210000-001-000-39,TRADER-001,FoldRebalancer-000,IWM.SIM,BUY,MARKET,204,FILLED,GTC,False,False,204,uuid-redacted,2019-01-14 21:00:00+00:00,2019-01-14 21:00:00+00:00,['1.00 USD'],SIM-3-13,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-073ee3cb6930b26f-3015,142.2500
O-20190415-200000-001-000-40,TRADER-001,FoldRebalancer-000,QQQ.SIM,SELL,MARKET,23,FILLED,GTC,False,False,23,uuid-redacted,2019-04-15 20:00:00+00:00,2019-04-15 20:00:00+00:00,['1.00 USD'],SIM-2-14,,,,,,,,,,SIM-001,,QQQ.SIM-FoldRebalancer-000,TAKER,T-f6b2f80958b20a44-3267,185.8600
O-20190415-200000-001-000-41,TRADER-001,FoldRebalancer-000,IWM.SIM,SELL,MARKET,272,FILLED,GTC,False,False,272,uuid-redacted,2019-04-15 20:00:00+00:00,2019-04-15 20:00:00+00:00,['1.00 USD'],SIM-3-14,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-0c98d1e56069bc2f-3267,157.1700
O-20190415-200000-001-000-42,TRADER-001,FoldRebalancer-000,SPY.SIM,BUY,MARKET,173,FILLED,GTC,False,False,173,uuid-redacted,2019-04-15 20:00:00+00:00,2019-04-15 20:00:00+00:00,['1.00 USD'],SIM-1-14,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-b9bfdf0485bd4089-3266,289.9700
O-20190716-200000-001-000-43,TRADER-001,FoldRebalancer-000,IWM.SIM,SELL,MARKET,76,FILLED,GTC,False,False,76,uuid-redacted,2019-07-16 20:00:00+00:00,2019-07-16 20:00:00+00:00,['1.00 USD'],SIM-3-15,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-31355ad9963929b0-3519,155.2400
O-20190716-200000-001-000-44,TRADER-001,FoldRebalancer-000,SPY.SIM,BUY,MARKET,40,FILLED,GTC,False,False,40,uuid-redacted,2019-07-16 20:00:00+00:00,2019-07-16 20:00:00+00:00,['1.00 USD'],SIM-1-15,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-e62cb68f537c68aa-3518,299.7100
O-20190716-200000-001-000-45,TRADER-001,FoldRebalancer-000,QQQ.SIM,BUY,MARKET,27,FILLED,GTC,False,False,27,uuid-redacted,2019-07-16 20:00:00+00:00,2019-07-16 20:00:00+00:00,['1.00 USD'],SIM-2-15,,,,,,,,,,SIM-001,,QQQ.SIM-FoldRebalancer-000,TAKER,T-2de23934f67e4703-3519,193.1500
O-20191014-200000-001-000-46,TRADER-001,FoldRebalancer-000,SPY.SIM,SELL,MARKET,57,FILLED,GTC,False,False,57,uuid-redacted,2019-10-14 20:00:00+00:00,2019-10-14 20:00:00+00:00,['1.00 USD'],SIM-1-16,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-c2880157881b0a7b-3769,295.9500
O-20191014-200000-001-000-47,TRADER-001,FoldRebalancer-000,QQQ.SIM,BUY,MARKET,67,FILLED,GTC,False,False,67,uuid-redacted,2019-10-14 20:00:00+00:00,2019-10-14 20:00:00+00:00,['1.00 USD'],SIM-2-16,,,,,,,,,,SIM-001,,QQQ.SIM-FoldRebalancer-000,TAKER,T-059a5f8ec4351cce-3771,191.0900
O-20191014-200000-001-000-48,TRADER-001,FoldRebalancer-000,IWM.SIM,BUY,MARKET,70,FILLED,GTC,False,False,70,uuid-redacted,2019-10-14 20:00:00+00:00,2019-10-14 20:00:00+00:00,['1.00 USD'],SIM-3-16,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-3cd1d26eceee78d1-3770,149.6700
O-20200114-210000-001-000-49,TRADER-001,FoldRebalancer-000,IWM.SIM,SELL,MARKET,563,FILLED,GTC,False,False,563,uuid-redacted,2020-01-14 21:00:00+00:00,2020-01-14 21:00:00+00:00,['1.00 USD'],SIM-3-17,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-997c7eeadf72f743-4020,166.5700
O-20200114-210000-001-000-50,TRADER-001,FoldRebalancer-000,SPY.SIM,BUY,MARKET,170,FILLED,GTC,False,False,170,uuid-redacted,2020-01-14 21:00:00+00:00,2020-01-14 21:00:00+00:00,['1.00 USD'],SIM-1-17,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-d0fa330d365a0799-4022,327.4500
O-20200114-210000-001-000-51,TRADER-001,FoldRebalancer-000,QQQ.SIM,BUY,MARKET,194,FILLED,GTC,False,False,194,uuid-redacted,2020-01-14 21:00:00+00:00,2020-01-14 21:00:00+00:00,['1.00 USD'],SIM-2-17,,,,,,,,,,SIM-001,,QQQ.SIM-FoldRebalancer-000,TAKER,T-229d54f74eae5960-4023,220.0800
O-20200415-200000-001-000-52,TRADER-001,FoldRebalancer-000,SPY.SIM,SELL,MARKET,522,FILLED,GTC,False,False,522,uuid-redacted,2020-04-15 20:00:00+00:00,2020-04-15 20:00:00+00:00,['1.00 USD'],SIM-1-18,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-b69fcded233215e4-4274,277.7600
O-20200415-200000-001-000-53,TRADER-001,FoldRebalancer-000,QQQ.SIM,BUY,MARKET,35,FILLED,GTC,False,False,35,uuid-redacted,2020-04-15 20:00:00+00:00,2020-04-15 20:00:00+00:00,['1.00 USD'],SIM-2-18,,,,,,,,,,SIM-001,,QQQ.SIM-FoldRebalancer-000,TAKER,T-b10b8927717b2429-4275,209.4300
O-20200415-200000-001-000-54,TRADER-001,FoldRebalancer-000,IWM.SIM,BUY,MARKET,1243,FILLED,GTC,False,False,1243,uuid-redacted,2020-04-15 20:00:00+00:00,2020-04-15 20:00:00+00:00,['1.00 USD'],SIM-3-18,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-8f74a7eaca293a7a-4272,117.8000
O-20200715-200000-001-000-55,TRADER-001,FoldRebalancer-000,IWM.SIM,SELL,MARKET,656,FILLED,GTC,False,False,656,uuid-redacted,2020-07-15 20:00:00+00:00,2020-07-15 20:00:00+00:00,['1.00 USD'],SIM-3-19,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-f35987b3b2e4b25e-4522,147.0300
O-20200715-200000-001-000-56,TRADER-001,FoldRebalancer-000,SPY.SIM,BUY,MARKET,172,FILLED,GTC,False,False,172,uuid-redacted,2020-07-15 20:00:00+00:00,2020-07-15 20:00:00+00:00,['1.00 USD'],SIM-1-19,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-e058968c3a4a3440-4526,321.8500
O-20200715-200000-001-000-57,TRADER-001,FoldRebalancer-000,QQQ.SIM,BUY,MARKET,165,FILLED,GTC,False,False,165,uuid-redacted,2020-07-15 20:00:00+00:00,2020-07-15 20:00:00+00:00,['1.00 USD'],SIM-2-19,,,,,,,,,,SIM-001,,QQQ.SIM-FoldRebalancer-000,TAKER,T-cd774c1b2f959d51-4527,260.9000
O-20201013-200000-001-000-58,TRADER-001,FoldRebalancer-000,QQQ.SIM,SELL,MARKET,110,FILLED,GTC,False,False,110,uuid-redacted,2020-10-13 20:00:00+00:00,2020-10-13 20:00:00+00:00,['1.00 USD'],SIM-2-20,,,,,,,,,,SIM-001,,QQQ.SIM-FoldRebalancer-000,TAKER,T-a54cf353b6e190cd-4780,294.5200
O-20201013-200000-001-000-59,TRADER-001,FoldRebalancer-000,SPY.SIM,BUY,MARKET,82,FILLED,GTC,False,False,82,uuid-redacted,2020-10-13 20:00:00+00:00,2020-10-13 20:00:00+00:00,['1.00 USD'],SIM-1-20,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-94ef47193fc22ee0-4779,350.1300
O-20201013-200000-001-000-60,TRADER-001,FoldRebalancer-000,IWM.SIM,BUY,MARKET,47,FILLED,GTC,False,False,47,uuid-redacted,2020-10-13 20:00:00+00:00,2020-10-13 20:00:00+00:00,['1.00 USD'],SIM-3-20,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-79c622565b1d3a16-4774,162.7000
O-20210104-210000-001-000-61,TRADER-001,FoldRebalancer-000,IWM.SIM,SELL,MARKET,347,FILLED,GTC,False,False,347,uuid-redacted,2021-01-04 21:00:00+00:00,2021-01-04 21:00:00+00:00,['1.00 USD'],SIM-3-21,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-4f7c2cab6fad05ad-4998,193.5000
O-20210104-210000-001-000-62,TRADER-001,FoldRebalancer-000,SPY.SIM,BUY,MARKET,123,FILLED,GTC,False,False,123,uuid-redacted,2021-01-04 21:00:00+00:00,2021-01-04 21:00:00+00:00,['1.00 USD'],SIM-1-21,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-0c615d8f157de387-5003,368.7900
O-20210104-210000-001-000-63,TRADER-001,FoldRebalancer-000,QQQ.SIM,BUY,MARKET,85,FILLED,GTC,False,False,85,uuid-redacted,2021-01-04 21:00:00+00:00,2021-01-04 21:00:00+00:00,['1.00 USD'],SIM-2-21,,,,,,,,,,SIM-001,,QQQ.SIM-FoldRebalancer-000,TAKER,T-560b9dc77382620a-5005,309.3100
O-20210331-200000-001-000-64,TRADER-001,FoldRebalancer-000,SPY.SIM,SELL,MARKET,1874,FILLED,GTC,False,False,1874,uuid-redacted,2021-03-31 20:00:00+00:00,2021-03-31 20:00:00+00:00,['1.00 USD'],SIM-1-22,,,,,,,,,,SIM-001,,SPY.SIM-FoldRebalancer-000,TAKER,T-b397068352e43e34-5244,396.3300
O-20210331-200000-001-000-65,TRADER-001,FoldRebalancer-000,QQQ.SIM,SELL,MARKET,1976,FILLED,GTC,False,False,1976,uuid-redacted,2021-03-31 20:00:00+00:00,2021-03-31 20:00:00+00:00,['1.00 USD'],SIM-2-22,,,,,,,,,,SIM-001,,QQQ.SIM-FoldRebalancer-000,TAKER,T-3b31b1dcfc5f2e9d-5245,319.1300
O-20210331-200000-001-000-66,TRADER-001,FoldRebalancer-000,IWM.SIM,SELL,MARKET,4753,FILLED,GTC,False,False,4753,uuid-redacted,2021-03-31 20:00:00+00:00,2021-03-31 20:00:00+00:00,['1.00 USD'],SIM-3-22,,,,,,,,,,SIM-001,,IWM.SIM-FoldRebalancer-000,TAKER,T-c3103d4c7952e8e6-5238,220.9400
