,total,locked,free,currency,account_id,account_type,margins,reported,info,base_currency
2016-01-15 14:30:00+00:00,1000000.00,0.00,1000000.00,USD,SIM-001,CASH,[],True,{},USD
2016-02-23 14:30:00+00:00,900094.10,0.00,900094.10,USD,SIM-001,CASH,[],False,{},USD
2016-03-01 14:30:00+00:00,1000543.80,0.00,1000543.80,USD,SIM-001,CASH,[],False,{},USD
2016-03-08 14:30:00+00:00,900591.04,0.00,900591.04,USD,SIM-001,CASH,[],False,{},USD
2016-03-15 13:30:00+00:00,999544.78,0.00,999544.78,USD,SIM-001,CASH,[],False,{},USD
2016-03-15 13:30:00+00:00,899623.97,0.00,899623.97,USD,SIM-001,CASH,[],False,{},USD
2016-03-22 13:30:00+00:00,1001024.48,0.00,1001024.48,USD,SIM-001,CASH,[],False,{},USD
2016-03-22 13:30:00+00:00,901036.19,0.00,901036.19,USD,SIM-001,CASH,[],False,{},USD
2016-03-30 13:30:00+00:00,1002915.44,0.00,1002915.44,USD,SIM-001,CASH,[],False,{},USD
2016-03-30 13:30:00+00:00,902918.63,0.00,902918.63,USD,SIM-001,CASH,[],False,{},USD
2016-04-06 13:30:00+00:00,1001172.40,0.00,1001172.40,USD,SIM-001,CASH,[],False,{},USD
2016-04-06 13:30:00+00:00,901227.48,0.00,901227.48,USD,SIM-001,CASH,[],False,{},USD
2016-04-13 13:30:00+00:00,1002417.34,0.00,1002417.34,USD,SIM-001,CASH,[],False,{},USD
2016-04-13 13:30:00+00:00,902439.15,0.00,902439.15,USD,SIM-001,CASH,[],False,{},USD
2016-04-20 13:30:00+00:00,1002596.36,0.00,1002596.36,USD,SIM-001,CASH,[],False,{},USD
2016-04-20 13:30:00+00:00,902698.68,0.00,902698.68,USD,SIM-001,CASH,[],False,{},USD
2016-04-27 13:30:00+00:00,1003554.47,0.00,1003554.47,USD,SIM-001,CASH,[],False,{},USD
2016-04-27 13:30:00+00:00,903612.34,0.00,903612.34,USD,SIM-001,CASH,[],False,{},USD
2016-05-04 13:30:00+00:00,1000514.25,0.00,1000514.25,USD,SIM-001,CASH,[],False,{},USD
2016-05-04 13:30:00+00:00,900613.16,0.00,900613.16,USD,SIM-001,CASH,[],False,{},USD
2016-05-11 13:30:00+00:00,1001502.07,0.00,1001502.07,USD,SIM-001,CASH,[],False,{},USD
2016-05-11 13:30:00+00:00,901507.78,0.00,901507.78,USD,SIM-001,CASH,[],False,{},USD
2016-05-18 13:30:00+00:00,998574.13,0.00,998574.13,USD,SIM-001,CASH,[],False,{},USD
2016-05-25 13:30:00+00:00,898630.38,0.00,898630.38,USD,SIM-001,CASH,[],False,{},USD
2016-06-02 13:30:00+00:00,999728.63,0.00,999728.63,USD,SIM-001,CASH,[],False,{},USD
