,total,locked,free,currency,account_id,account_type,margins,reported,info,base_currency
2016-01-15 14:30:00+00:00,1000000.00,0.00,1000000.00,USD,SIM-001,CASH,[],True,{},USD
2016-02-23 14:30:00+00:00,900090.00,0.00,900090.00,USD,SIM-001,CASH,[],False,{},USD
2016-03-01 14:30:00+00:00,1000535.60,0.00,1000535.60,USD,SIM-001,CASH,[],False,{},USD
2016-03-08 14:30:00+00:00,900574.70,0.00,900574.70,USD,SIM-001,CASH,[],False,{},USD
2016-03-15 13:30:00+00:00,999520.30,0.00,999520.30,USD,SIM-001,CASH,[],False,{},USD
2016-03-15 13:30:00+00:00,899591.26,0.00,899591.26,USD,SIM-001,CASH,[],False,{},USD
2016-03-22 13:30:00+00:00,1000983.54,0.00,1000983.54,USD,SIM-001,CASH,[],False,{},USD
2016-03-22 13:30:00+00:00,900987.15,0.00,900987.15,USD,SIM-001,CASH,[],False,{},USD
2016-03-30 13:30:00+00:00,1002858.30,0.00,1002858.30,USD,SIM-001,CASH,[],False,{},USD
2016-03-30 13:30:00+00:00,902853.56,0.00,902853.56,USD,SIM-001,CASH,[],False,{},USD
2016-04-06 13:30:00+00:00,1001099.40,0.00,1001099.40,USD,SIM-001,CASH,[],False,{},USD
2016-04-06 13:30:00+00:00,901146.40,0.00,901146.40,USD,SIM-001,CASH,[],False,{},USD
2016-04-13 13:30:00+00:00,1002328.18,0.00,1002328.18,USD,SIM-001,CASH,[],False,{},USD
2016-04-13 13:30:00+00:00,902342.02,0.00,902342.02,USD,SIM-001,CASH,[],False,{},USD
2016-04-20 13:30:00+00:00,1002491.26,0.00,1002491.26,USD,SIM-001,CASH,[],False,{},USD
2016-04-20 13:30:00+00:00,902585.86,0.00,902585.86,USD,SIM-001,CASH,[],False,{},USD
2016-04-27 13:30:00+00:00,1003433.93,0.00,1003433.93,USD,SIM-001,CASH,[],False,{},USD
2016-04-27 13:30:00+00:00,903484.16,0.00,903484.16,USD,SIM-001,CASH,[],False,{},USD
2016-05-04 13:30:00+00:00,1000378.43,0.00,1000378.43,USD,SIM-001,CASH,[],False,{},USD
2016-05-04 13:30:00+00:00,900469.43,0.00,900469.43,USD,SIM-001,CASH,[],False,{},USD
2016-05-11 13:30:00+00:00,1001350.43,0.00,1001350.43,USD,SIM-001,CASH,[],False,{},USD
2016-05-11 13:30:00+00:00,901348.31,0.00,901348.31,USD,SIM-001,CASH,[],False,{},USD
2016-05-18 13:30:00+00:00,998406.83,0.00,998406.83,USD,SIM-001,CASH,[],False,{},USD
2016-05-25 13:30:00+00:00,898454.99,0.00,898454.99,USD,SIM-001,CASH,[],False,{},USD
2016-06-02 13:30:00+00:00,999545.15,0.00,999545.15,USD,SIM-001,CASH,[],False,{},USD
2016-06-02 13:30:00+00:00,899538.03,0.00,899538.03,USD,SIM-001,CASH,[],False,{},USD
2016-06-09 13:30:00+00:00,999336.31,0.00,999336.31,USD,SIM-001,CASH,[],False,{},USD
2016-06-09 13:30:00+00:00,899441.13,0.00,899441.13,USD,SIM-001,CASH,[],False,{},USD
2016-06-16 13:30:00+00:00,995745.03,0.00,995745.03,USD,SIM-001,CASH,[],False,{},USD
