,total,locked,free,currency,account_id,account_type,margins,reported,info,base_currency
2016-01-15 14:30:00+00:00,1000000.00,0.00,1000000.00,USD,SIM-001,CASH,[],True,{},USD
2016-03-01 14:30:00+00:00,900129.28,0.00,900129.28,USD,SIM-001,CASH,[],False,{},USD
2016-03-08 14:30:00+00:00,1002165.76,0.00,1002165.76,USD,SIM-001,CASH,[],False,{},USD
2016-03-08 14:30:00+00:00,902311.45,0.00,902311.45,USD,SIM-001,CASH,[],False,{},USD
2016-03-15 13:30:00+00:00,1003167.76,0.00,1003167.76,USD,SIM-001,CASH,[],False,{},USD
2016-03-15 13:30:00+00:00,903308.08,0.00,903308.08,USD,SIM-001,CASH,[],False,{},USD
2016-03-22 13:30:00+00:00,1004358.16,0.00,1004358.16,USD,SIM-001,CASH,[],False,{},USD
2016-03-22 13:30:00+00:00,904520.66,0.00,904520.66,USD,SIM-001,CASH,[],False,{},USD
2016-03-30 13:30:00+00:00,1005627.26,0.00,1005627.26,USD,SIM-001,CASH,[],False,{},USD
2016-03-30 13:30:00+00:00,905749.02,0.00,905749.02,USD,SIM-001,CASH,[],False,{},USD
2016-04-06 13:30:00+00:00,1004610.86,0.00,1004610.86,USD,SIM-001,CASH,[],False,{},USD
2016-04-06 13:30:00+00:00,904657.86,0.00,904657.86,USD,SIM-001,CASH,[],False,{},USD
2016-04-13 13:30:00+00:00,1005839.64,0.00,1005839.64,USD,SIM-001,CASH,[],False,{},USD
2016-04-13 13:30:00+00:00,905844.15,0.00,905844.15,USD,SIM-001,CASH,[],False,{},USD
2016-04-20 13:30:00+00:00,1007221.02,0.00,1007221.02,USD,SIM-001,CASH,[],False,{},USD
2016-04-20 13:30:00+00:00,907303.86,0.00,907303.86,USD,SIM-001,CASH,[],False,{},USD
2016-04-27 13:30:00+00:00,1006526.06,0.00,1006526.06,USD,SIM-001,CASH,[],False,{},USD
2016-05-11 13:30:00+00:00,906526.16,0.00,906526.16,USD,SIM-001,CASH,[],False,{},USD
2016-05-18 13:30:00+00:00,1004856.99,0.00,1004856.99,USD,SIM-001,CASH,[],False,{},USD
2016-06-02 13:30:00+00:00,904987.43,0.00,904987.43,USD,SIM-001,CASH,[],False,{},USD
2016-06-09 13:30:00+00:00,1005651.91,0.00,1005651.91,USD,SIM-001,CASH,[],False,{},USD
